id,name,age,city,salary
30061,David,27,Chicago,72140
30062,Charlie,47,Chicago,70247
30063,Alice,39,Houston,76884
30064,Alice,22,Chicago,48841
30065,Alice,53,Los Angeles,36232
30066,Charlie,54,New York,81400
30067,Alice,53,Los Angeles,41069
30068,Bob,43,New York,90933
30069,Bob,52,Houston,53752
30070,Charlie,46,Los Angeles,42791
30071,Bob,28,Chicago,40104
30072,Alice,49,New York,67016
30073,Charlie,46,New York,52237
30074,Charlie,58,Chicago,81349
30075,Bob,53,Los Angeles,84749
30076,David,42,New York,40079
30077,David,40,Los Angeles,84421
30078,Charlie,40,Los Angeles,43474
30079,Alice,50,Los Angeles,32190
30080,Alice,47,New York,46301
30081,Alice,47,New York,60612
30082,Alice,38,Houston,60787
30083,Alice,45,Houston,93069
30084,Alice,58,Houston,86163
30085,Charlie,57,Los Angeles,52395
30086,Bob,54,Los Angeles,65787
30087,Charlie,35,Houston,50429
30088,Alice,25,Chicago,38178
30089,Charlie,39,Los Angeles,86155
30090,Bob,47,Chicago,84934
30091,David,39,New York,68454
30092,Charlie,54,New York,80238
30093,Charlie,21,Houston,33942
30094,Bob,57,Los Angeles,47181
30095,David,22,Chicago,84610
30096,David,31,Houston,54654
30097,Alice,32,Houston,57660
30098,Bob,55,New York,93522
30099,Bob,41,New York,65425
30100,David,34,New York,92100
30101,Bob,42,Los Angeles,52055
30102,David,37,Houston,97670
30103,Charlie,58,Chicago,31555
30104,Alice,21,Los Angeles,44154
30105,Bob,52,Los Angeles,65225
30106,Alice,49,New York,64163
30107,Alice,50,Houston,50834
30108,Bob,51,Chicago,57679
30109,David,41,Los Angeles,80073
30110,David,20,New York,86014
30111,Alice,39,Houston,31258
30112,Bob,56,Houston,48460
30113,Bob,40,Los Angeles,84136
30114,Charlie,21,New York,41584
30115,Charlie,47,Los Angeles,86368
30116,Bob,36,Los Angeles,62944
30117,Charlie,42,Chicago,49943
30118,Charlie,53,New York,88014
30119,Charlie,36,Chicago,63905
30120,David,27,Los Angeles,98848
30121,Bob,52,Chicago,63649
30122,David,35,New York,76809
30123,Bob,20,Chicago,60429
30124,Bob,36,New York,40065
30125,Charlie,54,Los Angeles,43023
30126,David,59,Chicago,66610
30127,Bob,20,New York,31575
30128,Alice,51,Los Angeles,79263
30129,Bob,21,Los Angeles,54296
30130,Bob,53,Chicago,77305
30131,Alice,54,Houston,41687
30132,David,31,New York,72951
30133,Bob,52,Houston,67970
30134,Charlie,26,New York,93484
30135,Bob,42,Los Angeles,54643
30136,Bob,48,Houston,87167
30137,Alice,32,Chicago,37184
30138,Alice,31,Chicago,53616
30139,Bob,39,New York,53515
30140,Alice,34,Houston,46843
30141,Alice,48,Houston,50957
30142,Bob,54,Houston,71408
30143,David,26,Houston,82522
30144,David,29,Chicago,34530
30145,David,56,Houston,33592
30146,Charlie,44,Los Angeles,76844
30147,Alice,30,New York,58875
30148,Bob,44,New York,33718
30149,Charlie,32,Chicago,91288
30150,Bob,21,Los Angeles,59536
30151,Charlie,22,Los Angeles,52751
30152,David,38,Houston,97205
30153,Charlie,20,Los Angeles,68224
30154,Alice,34,Houston,94711
30155,Alice,46,Chicago,43916
30156,Alice,29,Chicago,76050
30157,David,22,New York,63598
30158,Bob,58,Los Angeles,69376
30159,Alice,25,Houston,44929
30160,Charlie,40,Los Angeles,37716
30161,Bob,35,Houston,54862
30162,Bob,56,Chicago,38716
30163,Bob,48,Los Angeles,98026
30164,David,41,Houston,33656
30165,David,50,Los Angeles,68577
30166,Bob,33,Chicago,94874
30167,Charlie,35,New York,57583
30168,David,49,Chicago,99776
30169,Charlie,51,New York,73766
30170,Charlie,45,Los Angeles,59806
30171,Bob,26,Houston,63037
30172,Charlie,30,Chicago,60289
30173,Bob,20,New York,80809
30174,David,29,New York,74906
30175,Bob,28,Houston,70462
30176,Charlie,33,Chicago,33171
30177,David,38,New York,98921
30178,Bob,31,Houston,86701
30179,David,53,Chicago,95881
30180,Alice,56,Houston,32690
30181,David,47,Houston,68341
30182,Bob,34,Houston,93404
30183,David,37,Los Angeles,58417
30184,Bob,24,New York,92408
30185,David,48,Houston,49266
30186,Alice,59,Los Angeles,46772
30187,Charlie,34,New York,42759
30188,Charlie,50,Chicago,64659
30189,Charlie,24,New York,92464
30190,David,35,Chicago,54835
30191,David,24,Los Angeles,41691
30192,David,40,Chicago,86552
30193,Charlie,31,Houston,82853
30194,Bob,56,New York,74650
30195,Alice,56,Chicago,53473
30196,Alice,45,New York,39552
30197,David,35,New York,88803
30198,David,36,Chicago,92156
30199,Charlie,24,Houston,71713
30200,Bob,57,Los Angeles,58683
30201,Bob,31,Los Angeles,38222
30202,Charlie,21,Houston,69052
30203,David,50,Los Angeles,51257
30204,David,42,Chicago,50032
30205,David,41,Los Angeles,60054
30206,Charlie,35,New York,84810
30207,Alice,36,Chicago,59046
30208,Alice,39,Houston,85582
30209,Bob,45,New York,55218
30210,Bob,42,Los Angeles,65167
30211,David,50,Los Angeles,96308
30212,Bob,28,Chicago,68673
30213,Charlie,39,Houston,75665
30214,Charlie,39,Los Angeles,58264
30215,Charlie,52,New York,85494
30216,Charlie,54,New York,51848
30217,David,57,Los Angeles,35132
30218,Bob,37,New York,75743
30219,Alice,52,Los Angeles,55770
30220,David,28,Los Angeles,93121
30221,David,27,Houston,95118
30222,Charlie,31,New York,49228
30223,Charlie,49,Chicago,80247
30224,Alice,44,Los Angeles,40658
30225,Bob,54,Chicago,99500
30226,David,30,Houston,98775
30227,Bob,59,Houston,58520
30228,Alice,40,Los Angeles,37860
30229,Alice,20,Los Angeles,94090
30230,Bob,26,New York,37002
30231,Alice,50,Los Angeles,36457
30232,David,33,Chicago,65796
30233,Bob,49,Houston,34317
30234,David,22,Los Angeles,99943
30235,Charlie,29,Chicago,41342
30236,Alice,44,Chicago,58067
30237,Charlie,43,Houston,69479
30238,David,21,Chicago,43317
30239,Charlie,41,Houston,80324
30240,Charlie,45,New York,41068
30241,Charlie,50,Chicago,93656
30242,David,51,Houston,59045
30243,Alice,36,Los Angeles,39293
30244,Bob,47,New York,98176
30245,Charlie,26,Los Angeles,62447
30246,Alice,40,Houston,68146
30247,Alice,33,New York,70708
30248,Bob,36,New York,71446
30249,David,55,Los Angeles,33646
30250,David,54,New York,97356
30251,Charlie,51,Los Angeles,69999
30252,Charlie,28,Houston,86613
30253,David,58,Los Angeles,70200
30254,Bob,56,New York,72508
30255,David,51,New York,60031
30256,Charlie,47,New York,72170
30257,Alice,54,Chicago,83388
30258,Alice,51,Chicago,38492
30259,Charlie,30,Houston,92798
30260,Charlie,51,Chicago,32010
30261,David,55,Los Angeles,97287
30262,Charlie,28,Houston,36060
30263,Charlie,29,Los Angeles,82407
30264,Bob,25,Chicago,51330
30265,Alice,30,Chicago,82508
30266,David,58,Los Angeles,59288
30267,David,59,Houston,99327
30268,Charlie,42,New York,86907
30269,Charlie,31,Los Angeles,95394
30270,Bob,22,New York,82688
30271,Charlie,36,Chicago,85700
30272,Bob,48,Chicago,69399
30273,Charlie,53,New York,53888
30274,Charlie,57,Houston,75706
30275,Charlie,28,New York,41880
30276,David,33,Chicago,66713
30277,David,30,Houston,94029
30278,Alice,57,Houston,82792
30279,David,27,Los Angeles,83123
30280,Alice,53,Chicago,31616
30281,David,28,Chicago,56664
30282,David,36,Los Angeles,45233
30283,Alice,46,New York,32398
30284,Bob,43,Los Angeles,54939
30285,Alice,42,Los Angeles,84834
30286,Bob,54,Los Angeles,40962
30287,David,41,Houston,76008
30288,David,33,Chicago,50512
30289,Alice,47,Chicago,64428
30290,Alice,29,Los Angeles,67184
30291,David,49,New York,79019
30292,Charlie,27,Los Angeles,69982
30293,Bob,54,Houston,70787
30294,Alice,28,Chicago,81138
30295,Alice,53,Los Angeles,87759
30296,Bob,47,Houston,77615
30297,Charlie,30,Los Angeles,81339
30298,David,56,Chicago,38984
30299,Charlie,56,Chicago,35795
30300,Bob,37,New York,42910
30301,Bob,56,Chicago,66614
30302,Alice,24,Houston,70779
30303,Alice,46,New York,41769
30304,Alice,59,Los Angeles,59325
30305,Bob,26,Los Angeles,66105
30306,David,27,Houston,87256
30307,Alice,38,Houston,67749
30308,Bob,57,Houston,57132
30309,Alice,31,New York,72817
30310,Alice,43,Chicago,51205
30311,Alice,58,Chicago,61636
30312,Alice,51,Houston,73005
30313,Charlie,49,New York,56735
30314,Alice,27,Houston,45137
30315,David,50,Chicago,84543
30316,David,40,Los Angeles,96066
30317,David,29,Los Angeles,35884
30318,David,26,Chicago,63188
30319,David,46,New York,33450
30320,Bob,30,Chicago,67562
30321,Alice,44,Los Angeles,45159
30322,Alice,42,Chicago,30381
30323,Bob,41,New York,53540
30324,David,54,Los Angeles,69637
30325,Bob,24,Los Angeles,72273
30326,David,36,Chicago,76416
30327,Charlie,28,Chicago,80434
30328,Charlie,47,Houston,43373
30329,David,25,Los Angeles,93171
30330,Bob,56,Los Angeles,60758
30331,Charlie,46,Los Angeles,90000
30332,Bob,52,Houston,51156
30333,Charlie,33,Chicago,71831
30334,Charlie,53,Houston,64962
30335,David,50,Los Angeles,57029
30336,Bob,45,New York,31144
30337,Charlie,27,Chicago,66037
30338,Alice,39,New York,58542
30339,Charlie,48,Los Angeles,35772
30340,Charlie,33,Los Angeles,72884
30341,Bob,49,Chicago,86072
30342,Alice,55,Chicago,65779
30343,Charlie,29,Chicago,34495
30344,Alice,29,Houston,35037
30345,Charlie,36,New York,83676
30346,Bob,37,Houston,92081
30347,Alice,52,New York,78358
30348,David,48,New York,87331
30349,David,21,New York,95328
30350,Charlie,59,Chicago,35785
30351,Bob,42,Houston,49828
30352,Alice,51,Los Angeles,41287
30353,David,22,Houston,52119
30354,David,49,Los Angeles,85955
30355,David,27,Los Angeles,97258
30356,David,43,New York,67518
30357,Alice,34,Chicago,33550
30358,Bob,42,New York,44136
30359,Alice,31,Los Angeles,54365
30360,Alice,34,Chicago,83324
30361,Alice,31,Chicago,52163
30362,Charlie,48,Houston,52011
30363,David,45,Los Angeles,68932
30364,Charlie,59,Houston,67588
30365,Alice,54,Los Angeles,75256
30366,Bob,31,Los Angeles,38326
30367,David,37,Chicago,40553
30368,Charlie,47,New York,67574
30369,Alice,50,New York,44606
30370,David,44,Houston,33688
30371,David,58,Los Angeles,71381
30372,Alice,36,Los Angeles,84528
30373,David,32,New York,43420
30374,Charlie,26,Chicago,55265
30375,David,29,Chicago,90887
30376,Alice,53,Chicago,98482
30377,Charlie,46,Los Angeles,77345
30378,Bob,39,Houston,80840
30379,David,42,Houston,66048
30380,Charlie,43,New York,41108
30381,Bob,52,Houston,89663
30382,David,36,Houston,76603
30383,David,45,Chicago,63638
30384,Bob,35,New York,43002
30385,Bob,39,Houston,65547
30386,Charlie,58,Chicago,45747
30387,Alice,39,Houston,90091
30388,Alice,28,Houston,75588
30389,David,39,Los Angeles,74551
30390,Charlie,36,Los Angeles,47133
30391,Charlie,37,New York,60774
30392,David,45,Houston,35013
30393,Alice,49,Los Angeles,64621
30394,Charlie,28,New York,55526
30395,Alice,51,Houston,64569
30396,Bob,22,New York,65677
30397,David,33,Houston,59219
30398,Alice,59,Chicago,45171
30399,David,30,New York,51701
30400,Alice,53,Houston,85371
30401,Alice,23,Los Angeles,45759
30402,Alice,42,Los Angeles,50703
30403,Alice,55,Houston,62259
30404,Alice,24,Los Angeles,53218
30405,Charlie,50,New York,42744
30406,Charlie,31,New York,65213
30407,Bob,40,Los Angeles,55486
30408,Alice,23,Houston,53567
30409,Alice,53,Chicago,61554
30410,Bob,33,New York,76786
30411,Charlie,26,New York,68991
30412,Bob,42,Houston,54643
30413,Bob,42,Los Angeles,42939
30414,David,56,Los Angeles,91481
30415,David,55,Los Angeles,49182
30416,Alice,56,Los Angeles,72788
30417,David,43,New York,50424
30418,Charlie,54,Houston,86740
30419,Bob,33,Chicago,53738
30420,Charlie,48,Los Angeles,75208
30421,Charlie,37,Houston,58600
30422,Bob,33,Los Angeles,30354
30423,David,57,New York,79074
30424,Alice,35,New York,71943
30425,Alice,21,New York,76589
30426,Bob,44,New York,94393
30427,Alice,49,New York,78240
30428,Bob,25,Houston,64288
30429,Bob,58,New York,98918
30430,Charlie,54,Chicago,49202
30431,Charlie,40,Houston,60518
30432,Alice,59,New York,90283
30433,Charlie,36,Los Angeles,74287
30434,Bob,58,Houston,59821
30435,Bob,27,Chicago,56704
30436,Charlie,43,Chicago,73287
30437,Alice,41,New York,82904
30438,Charlie,35,Los Angeles,94790
30439,David,21,Houston,55889
30440,David,33,Los Angeles,98680
30441,Alice,21,Houston,54231
30442,Alice,59,New York,54628
30443,Bob,32,Los Angeles,57523
30444,Alice,53,New York,71015
30445,Bob,51,Chicago,52523
30446,Bob,35,New York,62641
30447,David,59,Los Angeles,68686
30448,Charlie,36,Chicago,57707
30449,David,56,New York,44665
30450,Alice,58,Houston,94607
30451,Charlie,38,New York,60286
30452,Bob,48,Houston,62348
30453,David,32,Chicago,46292
30454,Alice,57,Los Angeles,94989
30455,David,41,New York,62140
30456,Alice,47,Houston,68495
30457,Bob,56,New York,45791
30458,David,20,Los Angeles,49496
30459,David,34,Los Angeles,33419
30460,Alice,29,New York,68876
30461,David,28,Chicago,56678
30462,Charlie,43,Los Angeles,65828
30463,Bob,24,New York,74679
30464,David,53,Houston,50429
30465,Bob,22,Houston,87892
30466,Charlie,52,Chicago,66618
30467,Alice,56,Los Angeles,53616
30468,Bob,33,Chicago,42199
30469,Charlie,20,Los Angeles,60959
30470,Bob,39,Los Angeles,46679
30471,Bob,23,Los Angeles,53937
30472,David,33,Los Angeles,55106
30473,Alice,54,New York,87168
30474,David,59,Houston,37983
30475,Charlie,58,New York,70464
30476,Charlie,36,Chicago,75441
30477,Charlie,45,New York,77455
30478,Bob,36,Los Angeles,82554
30479,Bob,28,Chicago,72612
30480,David,20,Houston,64367
30481,Alice,26,Houston,92122
30482,Bob,57,Los Angeles,50083
30483,Charlie,36,Los Angeles,71479
30484,David,56,Houston,65232
30485,David,36,New York,60263
30486,Alice,41,Houston,78817
30487,David,26,Los Angeles,91870
30488,David,30,Houston,52364
30489,Charlie,49,Chicago,91407
30490,Alice,49,Houston,83216
30491,Alice,23,Los Angeles,87822
30492,Charlie,38,Chicago,74481
30493,Alice,38,Los Angeles,62744
30494,Bob,36,Houston,91312
30495,David,39,Los Angeles,52008
30496,David,43,Los Angeles,99307
30497,Bob,39,New York,30810
30498,Charlie,55,Los Angeles,97273
30499,Charlie,56,New York,60429
30500,Alice,50,Chicago,91568
30501,David,29,Los Angeles,97974
30502,Bob,39,Chicago,64868
30503,Alice,37,Los Angeles,41653
30504,Charlie,47,New York,30530
30505,Alice,48,Los Angeles,89465
30506,Bob,46,Houston,42475
30507,Alice,26,Houston,33250
30508,Bob,48,New York,61700
30509,Bob,44,New York,92258
30510,Charlie,56,Los Angeles,95070
30511,Alice,22,Los Angeles,79879
30512,David,24,Los Angeles,37766
30513,Alice,26,New York,70575
30514,Bob,33,Houston,65671
30515,Charlie,21,Chicago,90638
30516,Charlie,38,New York,40520
30517,David,37,Houston,54158
30518,Charlie,27,Chicago,59807
30519,David,25,Los Angeles,69273
30520,Bob,47,New York,87795
30521,Alice,26,New York,51094
30522,Charlie,20,New York,61963
30523,Charlie,48,Chicago,83931
30524,Alice,46,Houston,61977
30525,Charlie,45,Houston,80069
30526,Charlie,38,New York,97205
30527,Alice,20,Chicago,52592
30528,David,27,Chicago,90213
30529,Charlie,26,New York,39468
30530,Alice,59,Los Angeles,32832
30531,David,54,New York,59657
30532,Bob,41,New York,65171
30533,Bob,48,Chicago,80969
30534,Charlie,57,Los Angeles,74143
30535,David,59,Los Angeles,35038
30536,Charlie,25,Chicago,74556
30537,Charlie,53,Chicago,37768
30538,Alice,58,Houston,49550
30539,Bob,59,Los Angeles,87713
30540,Charlie,31,Chicago,88898
30541,David,26,Los Angeles,42947
30542,Charlie,42,Houston,54181
30543,Bob,41,Chicago,84697
30544,Alice,33,New York,43026
30545,Alice,40,New York,66342
30546,Bob,57,Chicago,71641
30547,David,25,Houston,62996
30548,Charlie,25,Houston,63793
30549,David,45,Los Angeles,68550
30550,Alice,53,Los Angeles,91209
30551,Alice,36,Los Angeles,69048
30552,Bob,26,Chicago,37086
30553,David,47,Houston,69142
30554,David,39,New York,40699
30555,Charlie,32,Houston,42981
30556,Charlie,54,Los Angeles,66193
30557,Alice,54,New York,82945
30558,Charlie,59,Los Angeles,95229
30559,Alice,41,New York,56645
30560,Alice,33,Los Angeles,42718
30561,Bob,30,Chicago,76507
30562,David,23,Houston,63682
30563,Bob,27,New York,55919
30564,Bob,36,Chicago,32982
30565,Alice,56,New York,57285
30566,Charlie,24,Chicago,31539
30567,Charlie,33,New York,66738
30568,Alice,55,Chicago,39101
30569,Bob,46,New York,62026
30570,Bob,36,Chicago,78702
30571,Alice,22,Houston,75128
30572,David,54,New York,81311
30573,David,52,Houston,51872
30574,Bob,58,Los Angeles,88109
30575,Bob,25,Chicago,89174
30576,Bob,49,New York,31560
30577,Alice,37,New York,92333
30578,Bob,32,New York,45780
30579,Bob,40,Chicago,81591
30580,Alice,35,New York,93607
30581,Bob,58,Houston,85058
30582,David,41,Los Angeles,64537
30583,David,34,Chicago,84948
30584,David,41,New York,64171
30585,Charlie,58,Chicago,84863
30586,Bob,56,Los Angeles,48507
30587,Alice,40,New York,68088
30588,Alice,50,Houston,68145
30589,David,20,New York,86000
30590,Bob,30,New York,93143
30591,Bob,51,New York,36368
30592,Alice,34,New York,32413
30593,Alice,29,Houston,90924
30594,Alice,40,New York,95643
30595,Charlie,24,Los Angeles,91714
30596,Bob,43,New York,34078
30597,Alice,36,Houston,46929
30598,Alice,21,Houston,62935
30599,Charlie,41,New York,85384
30600,David,32,New York,85034
30601,Bob,22,Los Angeles,83351
30602,Bob,22,New York,53972
30603,Bob,29,Houston,95685
30604,David,46,Los Angeles,55309
30605,Charlie,27,New York,81727
30606,Bob,56,Los Angeles,68625
30607,Bob,44,Houston,67685
30608,Charlie,28,Los Angeles,73474
30609,Alice,49,Los Angeles,37349
30610,Alice,21,Houston,53271
30611,Bob,49,Los Angeles,82861
30612,David,57,New York,68688
30613,Bob,58,Chicago,89514
30614,Charlie,36,Houston,71773
30615,Bob,44,New York,41268
30616,Charlie,50,Houston,79444
30617,David,23,Chicago,40556
30618,David,25,Houston,31200
30619,Bob,48,Houston,99335
30620,Bob,24,Los Angeles,90916
30621,Bob,33,Chicago,87247
30622,Charlie,35,New York,68647
30623,David,40,Houston,71788
30624,David,40,Chicago,52223
30625,Alice,57,Los Angeles,91094
30626,David,42,New York,55667
30627,Alice,36,New York,30939
30628,David,44,Houston,61754
30629,Alice,26,Houston,61876
30630,Bob,48,Houston,31502
30631,David,55,Chicago,60574
30632,David,30,Chicago,84436
30633,David,56,New York,88065
30634,Bob,39,Houston,94705
30635,Alice,36,Chicago,61849
30636,Alice,50,Chicago,86728
30637,Bob,28,Chicago,41116
30638,Charlie,24,New York,84333
30639,Bob,25,Houston,36552
30640,Bob,42,Chicago,64967
30641,Bob,52,Los Angeles,56177
30642,Alice,34,New York,45583
30643,Alice,26,Los Angeles,32339
30644,Charlie,32,Los Angeles,80491
30645,David,42,Houston,83452
30646,Bob,26,Houston,31266
30647,Alice,42,New York,72327
30648,Charlie,56,Houston,71849
30649,Alice,49,New York,87695
30650,Alice,32,Los Angeles,92327
30651,David,23,Chicago,43226
30652,Charlie,41,Houston,55807
30653,Charlie,39,Chicago,48584
30654,Alice,28,Los Angeles,39309
30655,Alice,25,Los Angeles,89603
30656,Bob,51,Chicago,51724
30657,Charlie,38,New York,33025
30658,Charlie,30,New York,53975
30659,Alice,59,Los Angeles,68084
30660,Bob,29,Houston,91779
30661,Alice,48,Chicago,38060
30662,Charlie,56,Chicago,98852
30663,Bob,30,Los Angeles,53696
30664,Alice,25,Houston,61617
30665,David,54,Los Angeles,77393
30666,David,23,New York,62476
30667,Charlie,25,New York,36326
30668,Bob,34,New York,41036
30669,Charlie,30,Chicago,87336
30670,Charlie,28,Houston,50117
30671,Charlie,40,Chicago,64913
30672,Charlie,49,Los Angeles,78795
30673,Charlie,25,Chicago,64352
30674,David,52,Chicago,99563
30675,Bob,29,Los Angeles,58104
30676,Charlie,50,New York,38769
30677,Charlie,48,Los Angeles,85190
30678,David,22,Houston,47915
30679,Charlie,53,New York,54997
30680,Bob,34,New York,98287
30681,David,50,Chicago,56269
30682,Alice,47,Houston,32271
30683,Alice,35,Houston,71393
30684,Charlie,31,Los Angeles,49915
30685,Alice,54,Chicago,79950
30686,Charlie,27,Los Angeles,68081
30687,Alice,43,Houston,87514
30688,Charlie,44,Chicago,90057
30689,Bob,40,Chicago,96839
30690,Alice,43,Chicago,49848
30691,Bob,27,Los Angeles,86400
30692,Alice,30,Los Angeles,41873
30693,Charlie,22,Chicago,81152
30694,Alice,32,Houston,76779
30695,Alice,54,New York,30108
30696,David,56,Los Angeles,32159
30697,Bob,38,Chicago,72968
30698,David,29,Los Angeles,41715
30699,Alice,30,New York,76798
30700,David,20,New York,38501
30701,David,53,Houston,57127
30702,Charlie,31,New York,86417
30703,Charlie,57,Chicago,75329
30704,Charlie,26,New York,55539
30705,David,27,Houston,59838
30706,David,55,Houston,58873
30707,Bob,49,Chicago,39976
30708,Alice,44,Houston,55409
30709,David,46,Los Angeles,67590
30710,Bob,59,Chicago,92487
30711,David,22,Los Angeles,73460
30712,Charlie,27,Chicago,44957
30713,Charlie,50,New York,46454
30714,David,20,Houston,44265
30715,Alice,57,New York,85469
30716,Charlie,38,New York,43337
30717,Alice,24,Houston,33549
30718,Alice,51,Houston,72083
30719,Alice,59,Los Angeles,49532
30720,Alice,20,Houston,91713
30721,Alice,57,Los Angeles,41907
30722,Bob,23,New York,46230
30723,Charlie,31,New York,88619
30724,David,46,Chicago,61911
30725,Bob,51,Houston,59043
30726,Charlie,50,New York,35172
30727,David,41,New York,58417
30728,Charlie,50,Houston,60251
30729,Alice,36,Houston,95656
30730,David,54,Houston,83755
30731,David,53,Houston,79930
30732,Alice,26,New York,61489
30733,Charlie,41,New York,55805
30734,Charlie,47,New York,62295
30735,Alice,50,Los Angeles,78595
30736,Alice,55,Los Angeles,73554
30737,David,24,Chicago,36094
30738,Bob,27,Houston,52189
30739,David,39,Los Angeles,67555
30740,David,53,Chicago,76074
30741,Bob,55,Houston,97755
30742,Bob,43,New York,80559
30743,Bob,41,New York,44876
30744,David,53,Los Angeles,61154
30745,Charlie,41,Los Angeles,51416
30746,Alice,37,Chicago,63122
30747,Alice,55,Houston,93673
30748,Bob,55,Houston,80767
30749,Bob,41,Los Angeles,79529
30750,David,51,Los Angeles,50086
30751,Charlie,31,Houston,47452
30752,David,29,New York,85552
30753,David,26,Houston,58334
30754,David,46,New York,91019
30755,David,31,Los Angeles,54303
30756,Alice,42,New York,81421
30757,David,34,Los Angeles,51873
30758,David,43,Chicago,85657
30759,Charlie,39,New York,67308
30760,David,27,Los Angeles,86801
30761,Alice,46,Houston,94646
30762,David,50,Chicago,80282
30763,Alice,47,Houston,72309
30764,David,36,Houston,52099
30765,Alice,52,Chicago,61858
30766,David,57,Los Angeles,31429
30767,Charlie,50,Houston,47532
30768,David,41,New York,65066
30769,Bob,25,Chicago,85266
30770,Alice,29,Los Angeles,32946
30771,David,27,Los Angeles,85204
30772,Alice,39,Chicago,54174
30773,David,56,Chicago,34795
30774,Charlie,40,New York,80273
30775,Bob,49,Chicago,87313
30776,David,56,Los Angeles,64258
30777,David,46,Los Angeles,34065
30778,Alice,30,Houston,93765
30779,David,42,Los Angeles,59621
30780,David,33,Houston,34301
30781,Alice,44,Houston,69868
30782,Bob,26,Los Angeles,78738
30783,Alice,22,Houston,71316
30784,Bob,58,Los Angeles,31930
30785,Bob,24,Chicago,68158
30786,Alice,55,New York,58701
30787,Bob,45,New York,54164
30788,Charlie,33,Los Angeles,39668
30789,Bob,21,Los Angeles,66472
30790,Bob,30,New York,72343
30791,David,38,Los Angeles,95206
30792,David,25,New York,81916
30793,Charlie,49,New York,57818
30794,Alice,47,New York,72988
30795,Bob,32,New York,45667
30796,David,33,Chicago,76695
30797,Alice,34,Houston,38475
30798,Alice,53,Los Angeles,34232
30799,Charlie,35,Chicago,95412
30800,David,51,Chicago,82347
30801,David,54,Chicago,96638
30802,Alice,24,New York,76586
30803,Bob,48,Los Angeles,71921
30804,Charlie,40,New York,67243
30805,Alice,59,Los Angeles,95771
30806,Charlie,33,Los Angeles,77016
30807,Charlie,31,Houston,65506
30808,David,34,Los Angeles,39156
30809,David,47,New York,60065
30810,David,59,Los Angeles,50498
30811,Alice,42,Chicago,42709
30812,David,45,Houston,38487
30813,Charlie,36,Chicago,79398
30814,David,28,Houston,75460
30815,David,40,Chicago,46191
30816,Charlie,37,Chicago,86680
30817,Charlie,39,Los Angeles,72998
30818,Charlie,39,Houston,81936
30819,Charlie,26,Los Angeles,67326
30820,Charlie,48,New York,64986
30821,Alice,29,Los Angeles,41130
30822,Alice,25,New York,57791
30823,Bob,38,Chicago,30240
30824,David,46,Los Angeles,49898
30825,Alice,33,New York,90662
30826,Bob,43,Los Angeles,87728
30827,Bob,37,Houston,70904
30828,Alice,32,Houston,89693
30829,Bob,40,New York,39309
30830,David,45,New York,46554
30831,Charlie,40,Los Angeles,72222
30832,Charlie,21,Houston,73790
30833,Alice,47,Chicago,98131
30834,Bob,42,Los Angeles,98454
30835,Charlie,21,Chicago,75229
30836,Bob,28,Chicago,64339
30837,Alice,50,New York,33508
30838,Charlie,29,New York,64250
30839,David,38,Chicago,83181
30840,Alice,44,Los Angeles,49922
30841,Bob,35,Chicago,47413
30842,Charlie,39,New York,69147
30843,David,50,Los Angeles,90761
30844,Charlie,58,Houston,30747
30845,David,47,New York,38964
30846,David,49,Los Angeles,94653
30847,Alice,21,Los Angeles,76678
30848,Charlie,48,New York,81777
30849,Charlie,20,Los Angeles,76889
30850,Charlie,56,Chicago,70573
30851,Alice,39,New York,37949
30852,Alice,52,Houston,32759
30853,Charlie,30,Chicago,80309
30854,Charlie,48,Houston,40980
30855,David,50,New York,76081
30856,Alice,56,Chicago,38933
30857,David,38,Chicago,40085
30858,Bob,51,Los Angeles,83691
30859,Alice,30,Chicago,36081
30860,Alice,27,Houston,38056
30861,Bob,54,New York,35926
30862,Bob,36,Los Angeles,93882
30863,Alice,47,New York,39346
30864,Alice,20,Houston,46436
30865,David,32,New York,39366
30866,Charlie,43,New York,95401
30867,Alice,54,Los Angeles,73532
30868,David,47,Chicago,49404
30869,Bob,37,Chicago,95116
30870,Charlie,27,Chicago,60659
30871,Charlie,49,New York,93840
30872,Charlie,57,Chicago,37415
30873,Alice,30,Chicago,63617
30874,David,21,Houston,64867
30875,Alice,52,Houston,37952
30876,Alice,29,Chicago,78440
30877,Alice,53,Chicago,80324
30878,Bob,48,Houston,39476
30879,Bob,35,Houston,84687
30880,Charlie,22,New York,31983
30881,David,37,Los Angeles,32712
30882,David,44,Houston,33528
30883,David,50,New York,99129
30884,Bob,22,Houston,97033
30885,Bob,27,Los Angeles,76931
30886,Charlie,58,Los Angeles,78474
30887,Charlie,29,Houston,49639
30888,Bob,57,New York,73052
30889,Charlie,45,Houston,30171
30890,Bob,57,Houston,89996
30891,Bob,33,New York,38948
30892,David,50,Los Angeles,60915
30893,David,56,Los Angeles,49120
30894,David,59,Chicago,66949
30895,David,40,Chicago,98156
30896,David,50,Houston,44144
30897,Bob,47,Houston,70778
30898,David,43,Houston,41421
30899,Bob,45,Los Angeles,53108
30900,Charlie,26,Chicago,74168
30901,David,41,Houston,80507
30902,Alice,35,Houston,66143
30903,David,47,Chicago,46841
30904,Alice,20,Chicago,96898
30905,Alice,52,Los Angeles,63413
30906,David,56,Los Angeles,87486
30907,Alice,54,Los Angeles,74539
